absence_id,employee_id,annee,mois,date_debut,date_fin,nb_jours,motif,justifiee,departement
14924,2445,2024,10,2024-10-14,2024-10-22,9,Congé sans solde,Oui,Logistique
11737,2283,2023,7,2023-07-06,2023-07-15,10,Congé sans solde,Oui,Opérations
15311,1427,2024,1,2024-01-15,2024-01-15,1,Enfant malade,Oui,Legal
13916,3000,2023,6,2023-06-01,2023-06-04,4,Maladie,Oui,Opérations
13878,2091,2023,11,2023-11-18,2023-12-03,16,RTT,Oui,Direction
12566,1742,2023,10,2023-10-02,2023-10-03,2,Maladie,Oui,Informatique
10814,1177,2022,2,2022-02-01,2022-02-17,17,Maladie,Oui,RH
12644,2761,2022,7,2022-07-02,2022-07-15,14,sick leave,Oui,Informatique
14165,2677,2024,8,2024-08-12,2024-08-25,14,RTT,Oui,Informatique
15556,2909,2022,2,2022-02-16,2022-03-01,14,Congé payé,Oui,RH
11903,1106,2023,8,2023-08-16,2023-09-04,20,Absence injustifiée,Non,Marketing
12273,2333,2024,7,2024-07-19,2024-08-06,19,Accident du travail,Oui,Marketing
10688,2630,2024,7,2024-07-17,2024-07-22,6,Congé sans solde,Oui,Finance
15312,3288,2024,9,2024-09-21,2024-10-06,16,Congé payé,Oui,RH
14736,1256,2023,1,2023-01-07,2023-01-16,10,Enfant malade,Oui,Logistique
15220,2324,2024,12,2024-12-19,2024-12-20,2,sick leave,Oui,Commercial
13676,2525,2024,6,2024-06-17,2024-06-23,7,sick leave,Oui,Operations
13455,2665,2022,9,2022-09-14,2022-09-19,6,Accident du travail,Oui,Direction
11185,1881,2023,2,2023-02-22,2023-03-07,14,Congé payé,Oui,Direction
10350,3111,2023,3,2023-03-05,2023-03-12,8,Formation,Oui,Opérations
14564,2243,2024,4,2024-04-22,2024-05-10,19,Maladie,Oui,Direction
13430,3324,2022,5,2022-05-11,2022-05-17,7,RTT,Oui,R&D
10156,1707,2024,12,2024-12-12,2024-12-15,4,Maternité/Paternité,Oui,Opérations
11975,2165,2023,6,2023-06-08,2023-06-13,6,Maladie,Oui,RH
14888,2659,2022,9,2022-09-01,2022-09-15,15,Formation,Oui,Opérations
10465,1633,2024,7,2024-07-25,2024-07-26,2,Accident du travail,Oui,Opérations
14281,3398,2024,2,2024-02-06,2024-02-17,12,Absence injustifiée,Non,Informatique
11486,2354,2023,9,2023-09-07,2023-09-08,2,Absence injustifiée,Non,Marketing
12598,3392,2023,4,2023-04-25,2023-05-14,20,Formation,Oui,Marketing
11769,2217,2023,5,2023-05-10,2023-05-15,6,Maladie,Oui,Commercial
12449,1340,2024,4,2024-04-25,2024-04-26,2,Congé payé,Oui,RH
15533,1450,2023,3,2023-03-08,2023-03-12,5,Congé payé,Oui,Finance
11474,1450,2023,6,2023-06-23,2023-07-03,11,Accident du travail,Oui,Finance
16086,1812,2022,4,2022-04-27,2022-05-10,14,Formation,Oui,Juridique
13802,2040,2023,3,2023-03-19,2023-03-31,13,Maladie,Oui,Opérations
10514,3015,2024,9,2024-09-11,2024-09-11,1,RTT,Oui,Commercial
13249,2138,2023,12,2023-12-26,2024-01-06,12,Congé payé,Oui,Direction
14978,2058,2023,11,2023-11-28,2023-12-04,7,Maladie,Oui,Juridique
14626,3362,2022,1,2022-01-27,2022-01-27,1,Congé payé,Oui,Marketing
12465,1765,2022,7,2022-07-18,2022-08-05,19,Maladie,Oui,Commercial
15362,2677,2022,6,2022-06-18,2022-07-04,17,Maladie,Oui,Informatique
15363,3204,2023,2,2023-02-24,2023-03-12,17,sick leave,Oui,Direction
13120,2665,2022,9,2022-09-18,2022-09-28,11,Congé payé,Oui,Direction
10124,2976,2023,9,2023-09-16,2023-09-20,5,Congé payé,Oui,RH
15915,1734,2023,5,2023-05-22,2023-05-23,2,Congé sans solde,Oui,Commercial
14604,1743,2023,11,2023-11-21,2023-11-29,9,Maternité/Paternité,Oui,Marketing
15669,2488,2023,12,2023-12-11,2023-12-26,16,RTT,Oui,Finance
14355,2314,2022,3,2022-03-16,2022-03-22,7,Maladie,Oui,Finance
12514,1194,2022,2,2022-02-22,2022-02-27,6,Maladie,Oui,R&D
10681,1712,2024,11,2024-11-19,2024-11-29,11,Accident du travail,Oui,Juridique
13829,3292,2024,5,2024-05-06,2024-05-23,18,Maladie,Oui,RH
12777,1769,2022,10,2022-10-28,2022-11-02,6,Absence injustifiée,Non,Opérations
15793,2761,2022,11,2022-11-05,2022-11-20,16,Absence injustifiée,Non,Informatique
14075,2813,2022,8,2022-08-25,2022-09-05,12,Maladie,Oui,Finance
10267,1128,2023,4,2023-04-17,2023-04-26,10,Maladie,Oui,Direction
12710,3136,2023,6,2023-06-09,2023-06-25,17,Congé payé,Oui,Finance
11348,1266,2022,2,2022-02-24,2022-03-04,9,Congé payé,Oui,RH
11966,2764,2022,11,2022-11-27,2022-12-07,11,Maternité/Paternité,Oui,Opérations
16063,1513,2022,6,2022-06-18,2022-07-08,21,Accident du travail,Oui,Informatique
15706,1937,2022,8,2022-08-08,2022-08-20,13,Maladie,Oui,Informatique
11293,3288,2023,9,2023-09-13,2023-09-16,4,Maladie,Oui,RH
15166,1470,2022,8,2022-08-16,2022-08-22,7,Enfant malade,Oui,RH
13028,2475,2023,1,2023-01-23,2023-02-09,18,Maternité/Paternité,Oui,R&D
15251,1015,2022,8,2022-08-15,2022-08-16,2,Maladie,Oui,Logistique
11527,1015,2022,2,2022-02-13,2022-02-21,9,RTT,Oui,Logistique
11879,1331,2022,8,2022-08-26,2022-08-29,4,Maladie,Oui,Juridique
10951,1117,2023,11,2023-11-12,2023-11-19,8,Enfant malade,Oui,Marketing
12796,1742,2022,11,2022-11-02,2022-11-03,2,Absence injustifiée,Non,Informatique
14908,1851,2023,2,2023-02-25,2023-03-10,14,Absence injustifiée,Non,Direction
15676,2930,2024,4,2024-04-12,2024-04-19,8,RTT,Oui,Logistique
12372,2575,2023,11,2023-11-22,2023-12-03,12,Absence injustifiée,Non,Commercial
11094,2015,2023,7,2023-07-02,2023-07-18,17,Congé payé,Oui,RH
12882,3076,2023,2,2023-02-05,2023-02-09,5,Accident du travail,Oui,Commercial
12317,3394,2023,3,2023-03-16,2023-03-21,6,Maladie,Oui,Commercial
14048,1710,2023,7,2023-07-15,2023-07-29,15,sick leave,Oui,Opérations
13817,2317,2023,6,2023-06-25,2023-07-13,19,RTT,Oui,Opérations
10953,1068,2022,6,2022-06-14,2022-06-29,16,Accident du travail,Oui,Commercial
15498,1124,2024,4,2024-04-28,2024-05-10,13,Accident du travail,Oui,Finance
12477,2535,2023,11,2023-11-02,2023-11-06,5,Congé payé,Oui,Direction
13432,1843,2024,5,2024-05-08,2024-05-10,3,sick leave,Oui,Opérations
12418,1093,2022,2,2022-02-21,2022-02-24,4,Enfant malade,Oui,Juridique
10144,2296,2023,4,2023-04-06,2023-04-11,6,paid leave,Oui,RH
12019,1744,2023,8,2023-08-17,2023-08-22,6,Maladie,Oui,Direction
14359,1609,2022,1,2022-01-26,2022-02-01,7,Maternité/Paternité,Oui,Direction
10132,1513,2023,2,2023-02-28,2023-03-04,5,Enfant malade,Oui,Informatique
14806,1924,2022,9,2022-09-28,2022-10-05,8,Maladie,Oui,Informatique
11972,1735,2022,9,2022-09-17,2022-09-17,1,RTT,Oui,Juridique
12338,1485,2024,2,2024-02-25,2024-03-16,21,Maladie,Oui,Direction
10274,2140,2022,10,2022-10-10,2022-10-10,1,paid leave,Oui,R&D
10872,2136,2022,11,2022-11-20,2022-12-05,16,Enfant malade,Oui,Juridique
13223,1138,2023,3,2023-03-11,2023-03-21,11,Maternité/Paternité,Oui,Juridique
11567,1469,2024,7,2024-07-14,2024-07-30,17,Formation,Oui,Direction
11949,1862,2024,6,2024-06-20,2024-06-23,4,RTT,Oui,RH
14161,1881,2022,2,2022-02-07,2022-02-27,21,RTT,Oui,Direction
15954,2393,2024,12,2024-12-25,2025-01-02,9,Congé sans solde,Oui,Logistique
15337,1851,2023,3,2023-03-23,2023-04-05,14,sick leave,Oui,Direction
15876,1128,2024,10,2024-10-20,2024-10-29,10,Maladie,Oui,Direction
14093,1928,2023,5,2023-05-02,2023-05-18,17,Congé payé,Oui,Informatique
14282,3065,2023,3,2023-03-21,2023-03-21,1,Congé payé,Oui,RH
15285,2607,2024,4,2024-04-15,2024-04-26,12,Congé payé,Oui,Operations
13276,3362,2024,5,2024-05-05,2024-05-09,5,Congé sans solde,Oui,Marketing
12065,1765,2023,10,2023-10-06,2023-10-19,14,Congé payé,Oui,Commercial
15081,1782,2022,5,2022-05-10,2022-05-24,15,RTT,Oui,Juridique
15346,1427,2022,2,2022-02-16,2022-02-26,11,Congé sans solde,Oui,Legal
14575,2605,2023,11,2023-11-08,2023-11-10,3,Maladie,Oui,Commercial
12289,2155,2023,4,2023-04-26,2023-05-11,16,Congé payé,Oui,Informatique
11702,1635,2022,12,2022-12-23,2022-12-29,7,Congé sans solde,Oui,Informatique
10336,2879,2022,12,2022-12-18,2023-01-04,18,RTT,Oui,Finance
10023,1335,2022,7,2022-07-09,2022-07-08,-2,paid leave,Oui,Sales
14746,2949,2022,2,2022-02-19,2022-02-21,3,Absence injustifiée,Non,Opérations
15526,2187,2022,11,2022-11-24,2022-12-04,11,Congé payé,Oui,RH
10056,2527,2023,11,2023-11-14,2023-11-30,-17,Maladie,Oui,Opérations
12383,2452,2024,12,2024-12-18,2024-12-31,14,RTT,Oui,Direction
15433,2036,2023,11,2023-11-09,2023-11-27,19,Congé payé,Oui,Informatique
12292,1467,2022,12,2022-12-19,2022-12-21,3,Maladie,Oui,Logistique
15661,2400,2023,7,2023-07-12,2023-07-30,19,Congé payé,Oui,Finance
15717,1127,2024,7,2024-07-11,2024-07-13,3,paid leave,Oui,Marketing
15801,1225,2022,10,2022-10-05,2022-10-25,21,Maladie,Oui,R&D
13243,1345,2024,11,2024-11-03,2024-11-16,14,Maternité/Paternité,Oui,Informatique
15660,3028,2022,8,2022-08-09,2022-08-19,11,sick leave,Oui,Finance
12717,2645,2023,2,2023-02-14,2023-03-04,19,Congé payé,Oui,Finance
13263,3394,2024,8,2024-08-17,2024-08-17,1,Congé sans solde,Oui,Commercial
10324,2138,2022,8,2022-08-28,2022-09-10,14,Maternité/Paternité,Oui,Direction
10416,3256,2024,10,2024-10-20,2024-11-04,16,Formation,Oui,Opérations
14191,3288,2023,1,2023-01-08,2023-01-08,1,Maladie,Oui,RH
11239,2150,2024,7,2024-07-03,2024-07-17,15,Maladie,Oui,Finance
15087,1707,2024,3,2024-03-21,2024-03-29,9,Absence injustifiée,Non,Opérations
11223,3123,2024,10,2024-10-01,2024-10-10,10,Accident du travail,Oui,Commercial
11115,1533,2023,5,2023-05-03,2023-05-03,1,Absence injustifiée,Non,Logistique
12012,1068,2024,1,2024-01-12,2024-01-18,7,paid leave,Oui,Commercial
13441,1635,2023,2,2023-02-22,2023-03-11,18,Absence injustifiée,Non,Informatique
14944,1775,2022,2,2022-02-11,2022-02-15,5,Congé payé,Oui,R&D
13298,3371,2022,9,2022-09-06,2022-09-21,16,sick leave,Oui,Direction
14431,1450,2024,5,2024-05-19,2024-05-28,10,Congé payé,Oui,Finance
14582,2445,2023,6,2023-06-17,2023-07-03,17,Accident du travail,Oui,Logistique
14623,2632,2023,7,2023-07-18,2023-07-31,14,Enfant malade,Oui,Logistique
15795,2262,2023,12,2023-12-13,2023-12-16,4,Congé payé,Oui,Commercial
13583,1843,2024,6,2024-06-09,2024-06-20,12,Maternité/Paternité,Oui,Opérations
11502,3281,2024,6,2024-06-21,2024-07-03,13,Absence injustifiée,Non,Finance
15567,1673,2022,8,2022-08-24,2022-09-08,16,Maladie,Oui,Direction
14580,1548,2023,10,2023-10-20,2023-11-02,14,Congé payé,Oui,Commercial
10227,2295,2022,12,2022-12-04,2022-12-19,16,paid leave,Oui,Informatique
14057,2939,2024,2,2024-02-20,2024-03-08,18,Absence injustifiée,Non,R&D
13845,2244,2024,5,2024-05-24,2024-06-05,13,Congé payé,Oui,RH
14434,2605,2024,7,2024-07-08,2024-07-22,15,Congé payé,Oui,Commercial
12972,2712,2022,5,2022-05-04,2022-05-05,2,Enfant malade,Oui,Logistique
13748,1619,2024,10,2024-10-09,2024-10-20,12,Congé payé,Oui,Opérations
14686,2945,2024,10,2024-10-01,2024-10-09,9,Maladie,Oui,R&D
10942,1752,2023,9,2023-09-16,2023-10-04,19,Absence injustifiée,Non,Juridique
15850,2183,2023,11,2023-11-24,2023-12-03,10,sick leave,Oui,Direction
11643,2068,2024,8,2024-08-17,2024-09-05,20,Congé payé,Oui,R&D
14016,3341,2023,10,2023-10-23,2023-10-29,7,Congé payé,Oui,RH
15566,2295,2024,1,2024-01-28,2024-02-02,6,Maladie,Oui,Informatique
11196,2595,2022,8,2022-08-23,2022-08-30,8,Maladie,Oui,Opérations
10686,3062,2023,10,2023-10-10,2023-10-27,18,Maternité/Paternité,Oui,Informatique
14203,1761,2023,6,2023-06-04,2023-06-10,7,Congé sans solde,Oui,Logistique
14046,2617,2024,7,2024-07-15,2024-07-19,5,Congé payé,Oui,Opérations
14645,2400,2023,7,2023-07-18,2023-08-07,21,RTT,Oui,Finance
14477,3264,2023,1,2023-01-15,2023-01-23,9,Maladie,Oui,R&D
11428,2613,2024,5,2024-05-01,2024-05-11,11,Maladie,Oui,Marketing
13527,1340,2023,10,2023-10-03,2023-10-11,9,RTT,Oui,RH
15305,1327,2022,6,2022-06-22,2022-07-02,11,Absence injustifiée,Non,RH
13449,2607,2024,12,2024-12-27,2025-01-03,8,Enfant malade,Oui,Operations
12371,1742,2024,2,2024-02-01,2024-02-18,18,Congé payé,Oui,Informatique
15684,1924,2024,5,2024-05-26,2024-05-28,3,RTT,Oui,Informatique
12168,2656,2023,1,2023-01-03,2023-01-13,11,Maladie,Oui,Commercial
15478,1044,2024,11,2024-11-03,2024-11-20,18,Absence injustifiée,Non,Marketing
14334,2015,2022,8,2022-08-05,2022-08-07,3,Congé payé,Oui,RH
10265,1421,2024,11,2024-11-20,2024-12-03,14,Congé payé,Oui,Finance
11345,1513,2023,10,2023-10-20,2023-11-04,16,sick leave,Oui,Informatique
16097,1494,2024,6,2024-06-03,2024-06-03,1,Congé payé,Oui,Opérations
14703,3289,2023,9,2023-09-24,2023-10-07,14,Congé sans solde,Oui,Marketing
10669,2648,2022,10,2022-10-06,2022-10-11,6,Congé payé,Oui,Direction
10061,2575,2024,2,2024-02-23,2024-03-04,-11,Maladie,Oui,Commercial
14667,1271,2023,6,2023-06-22,2023-06-30,9,Enfant malade,Oui,Juridique
15425,1218,2024,5,2024-05-10,2024-05-20,11,RTT,Oui,Juridique
10926,2097,2024,2,2024-02-13,2024-02-21,9,Congé sans solde,Oui,Logistique
11129,1469,2022,3,2022-03-17,2022-04-03,18,Maladie,Oui,Direction
11021,3062,2023,12,2023-12-08,2023-12-28,21,RTT,Oui,Informatique
14388,2012,2024,6,2024-06-20,2024-06-28,9,Congé payé,Oui,R&D
15914,2781,2024,11,2024-11-03,2024-11-16,14,Maladie,Oui,Logistique
13141,2523,2022,11,2022-11-15,2022-11-18,4,Enfant malade,Oui,Marketing
11020,1121,2022,9,2022-09-17,2022-09-27,11,Formation,Oui,Direction
11489,1320,2024,7,2024-07-14,2024-07-24,11,Absence injustifiée,Non,Commercial
15690,1866,2022,1,2022-01-15,2022-02-02,19,Congé payé,Oui,Informatique
10169,1393,2023,2,2023-02-01,2023-02-01,1,Congé sans solde,Oui,Logistique
13069,3288,2024,11,2024-11-02,2024-11-22,21,RTT,Oui,RH
15995,2120,2022,2,2022-02-03,2022-02-20,18,sick leave,Oui,RH
10134,3061,2023,10,2023-10-09,2023-10-15,7,Absence injustifiée,Non,R&D
13477,1734,2023,6,2023-06-07,2023-06-26,20,Formation,Oui,Commercial
10526,1191,2023,8,2023-08-09,2023-08-28,20,Maladie,Oui,R&D
10818,2853,2024,7,2024-07-01,2024-07-14,14,Absence injustifiée,Non,RH
11066,2615,2024,5,2024-05-24,2024-06-04,12,Enfant malade,Oui,Commercial
13708,3076,2023,8,2023-08-21,2023-08-23,3,Formation,Oui,Commercial
13510,1812,2022,4,2022-04-12,2022-05-02,21,Maternité/Paternité,Oui,Juridique
11277,1345,2023,7,2023-07-15,2023-07-28,14,Formation,Oui,Informatique
15376,1327,2024,10,2024-10-19,2024-11-08,21,Maladie,Oui,RH
11256,3315,2023,6,2023-06-17,2023-07-07,21,Maladie,Oui,Commercial
14524,1117,2024,8,2024-08-28,2024-09-02,6,paid leave,Oui,Marketing
14295,2715,2024,3,2024-03-15,2024-03-28,14,Congé payé,Oui,Direction
11173,2330,2023,8,2023-08-11,2023-08-19,9,paid leave,Oui,RH
11037,2091,2022,9,2022-09-15,2022-09-24,10,RTT,Oui,Direction
12157,1949,2023,6,2023-06-22,2023-07-10,19,Enfant malade,Oui,Marketing
14250,2118,2023,6,2023-06-26,2023-07-04,9,Absence injustifiée,Non,Opérations
13240,3239,2023,5,2023-05-22,2023-06-10,20,Maladie,Oui,Finance
10668,1081,2023,9,2023-09-09,2023-09-29,21,Congé payé,Oui,Juridique
15262,1501,2023,10,2023-10-22,2023-10-27,6,Congé payé,Oui,R&D
13636,2296,2022,4,2022-04-16,2022-05-01,16,Formation,Oui,RH
13645,1754,2022,1,2022-01-17,2022-01-21,5,Congé payé,Oui,Finance
14954,2630,2023,11,2023-11-21,2023-11-26,6,Congé payé,Oui,Finance
13996,2046,2024,6,2024-06-03,2024-06-18,16,RTT,Oui,Direction
10587,2122,2022,7,2022-07-12,2022-07-20,9,RTT,Oui,Management
10220,2772,2023,10,2023-10-12,2023-10-24,13,Congé payé,Oui,Marketing
15324,2981,2023,1,2023-01-08,2023-01-24,17,Maladie,Oui,Marketing
11497,2040,2023,8,2023-08-21,2023-08-25,5,Maladie,Oui,Opérations
12332,1983,2023,3,2023-03-22,2023-04-03,13,paid leave,Oui,Finance
11254,2930,2024,5,2024-05-19,2024-05-29,11,Accident du travail,Oui,Logistique
14202,2810,2023,4,2023-04-19,2023-05-03,15,Accident du travail,Oui,RH
12440,2743,2022,4,2022-04-13,2022-04-28,16,Maladie,Oui,Opérations
11199,3376,2022,8,2022-08-27,2022-08-30,4,Absence injustifiée,Non,Opérations
13684,2118,2022,11,2022-11-19,2022-12-09,21,RTT,Oui,Opérations
10712,1015,2022,4,2022-04-03,2022-04-09,7,Maternité/Paternité,Oui,Logistique
13443,1412,2024,3,2024-03-12,2024-03-21,10,Accident du travail,Oui,Opérations
15891,2126,2024,3,2024-03-07,2024-03-17,11,RTT,Oui,Opérations
11947,2488,2024,3,2024-03-23,2024-03-24,2,Enfant malade,Oui,Finance
10126,1765,2024,5,2024-05-02,2024-05-14,13,Maladie,Oui,Commercial
11134,1081,2022,12,2022-12-05,2022-12-13,9,Maladie,Oui,Juridique
13655,3394,2022,11,2022-11-25,2022-11-26,2,RTT,Oui,Commercial
10527,2715,2022,1,2022-01-13,2022-02-02,21,Absence injustifiée,Non,Direction
11443,2988,2023,8,2023-08-12,2023-08-24,13,Maladie,Oui,RH
11029,1298,2023,10,2023-10-10,2023-10-10,1,RTT,Oui,R&D
14799,2981,2023,5,2023-05-16,2023-05-20,5,Congé payé,Oui,Marketing
11830,2061,2023,3,2023-03-01,2023-03-11,11,Maladie,Oui,Direction
14177,2761,2024,5,2024-05-03,2024-05-14,12,paid leave,Oui,Informatique
10908,1366,2023,9,2023-09-25,2023-10-12,18,Maladie,Oui,Commercial
10515,2283,2022,5,2022-05-11,2022-05-12,2,RTT,Oui,Opérations
10473,1663,2022,12,2022-12-04,2022-12-19,16,RTT,Oui,Opérations
13151,3289,2023,11,2023-11-14,2023-12-03,20,Accident du travail,Oui,Marketing
13090,1794,2022,11,2022-11-08,2022-11-20,13,sick leave,Oui,Opérations
15631,3189,2022,4,2022-04-15,2022-05-05,21,Maladie,Oui,Finance
10016,3316,2022,4,2022-04-24,2022-04-17,-8,Congé payé,Oui,RH
12136,3324,2023,6,2023-06-04,2023-06-14,11,RTT,Oui,R&D
12302,2354,2022,8,2022-08-26,2022-08-26,1,RTT,Oui,Marketing
14544,2510,2024,2,2024-02-17,2024-02-18,2,Maladie,Oui,Marketing
11611,1782,2024,4,2024-04-16,2024-04-27,12,Congé sans solde,Oui,Juridique
13923,3239,2022,8,2022-08-16,2022-08-22,7,Maladie,Oui,Finance
11362,3184,2022,5,2022-05-24,2022-05-28,5,Enfant malade,Oui,Juridique
14581,1333,2023,4,2023-04-03,2023-04-07,5,Maladie,Oui,R&D
10687,2632,2024,1,2024-01-22,2024-02-09,19,RTT,Oui,Logistique
15396,3184,2024,8,2024-08-13,2024-08-13,1,Congé payé,Oui,Juridique
12188,2219,2024,5,2024-05-14,2024-05-28,15,Maladie,Oui,R&D
15549,2058,2023,11,2023-11-18,2023-12-07,20,Absence injustifiée,Non,Juridique
14034,1782,2024,7,2024-07-20,2024-08-04,16,Maternité/Paternité,Oui,Juridique
13352,1527,2024,5,2024-05-05,2024-05-19,15,Maternité/Paternité,Oui,Informatique
15588,1333,2022,11,2022-11-18,2022-11-18,1,Congé sans solde,Oui,R&D
15769,2822,2024,8,2024-08-17,2024-08-19,3,Maternité/Paternité,Oui,Marketing
13601,1877,2023,2,2023-02-20,2023-02-21,2,Accident du travail,Oui,R&D
11465,3316,2023,3,2023-03-20,2023-03-20,1,Maladie,Oui,RH
10059,3333,2023,12,2023-12-17,2023-12-31,-15,Enfant malade,Oui,Juridique
11373,2721,2023,12,2023-12-05,2023-12-16,12,RTT,Oui,Opérations
15642,2344,2023,9,2023-09-02,2023-09-07,6,Maternité/Paternité,Oui,R&D
15624,1296,2022,2,2022-02-04,2022-02-24,21,RTT,Oui,Juridique
14329,2469,2024,4,2024-04-01,2024-04-15,15,RTT,Oui,Logistique
16075,2976,2023,7,2023-07-20,2023-08-01,13,RTT,Oui,RH
14778,2677,2023,8,2023-08-22,2023-09-06,16,Maladie,Oui,Informatique
15810,2525,2023,1,2023-01-05,2023-01-17,13,Maladie,Oui,Operations
13969,1851,2022,1,2022-01-08,2022-01-13,6,Enfant malade,Oui,Direction
15806,3316,2024,11,2024-11-25,2024-11-26,2,Enfant malade,Oui,RH
12676,1225,2022,1,2022-01-15,2022-01-15,1,Enfant malade,Oui,R&D
15037,2677,2023,1,2023-01-22,2023-02-07,17,sick leave,Oui,Informatique
10959,1218,2023,5,2023-05-28,2023-06-09,13,Accident du travail,Oui,Juridique
12150,2136,2023,5,2023-05-22,2023-06-03,13,Congé payé,Oui,Juridique
11097,2360,2023,11,2023-11-07,2023-11-19,13,Accident du travail,Oui,RH
13761,3099,2024,12,2024-12-25,2025-01-10,17,Formation,Oui,Commercial
11420,1191,2024,9,2024-09-14,2024-09-26,13,Accident du travail,Oui,R&D
13301,2879,2024,3,2024-03-15,2024-03-22,8,Maternité/Paternité,Oui,Finance
14816,2242,2023,10,2023-10-18,2023-10-22,5,Congé sans solde,Oui,Commercial
13262,1596,2023,3,2023-03-03,2023-03-12,10,Maternité/Paternité,Oui,R&D
14963,2343,2023,10,2023-10-23,2023-10-25,3,Maladie,Oui,Marketing
11283,1566,2023,11,2023-11-12,2023-11-27,16,Congé payé,Oui,Informatique
11609,2617,2023,11,2023-11-27,2023-12-15,19,Congé payé,Oui,Opérations
13162,1488,2023,8,2023-08-20,2023-09-05,17,Maternité/Paternité,Oui,Finance
11451,2945,2023,3,2023-03-10,2023-03-23,14,Congé payé,Oui,R&D
15490,2485,2024,1,2024-01-04,2024-01-17,14,Absence injustifiée,Non,R&D
11760,2015,2023,9,2023-09-09,2023-09-24,16,Maternité/Paternité,Oui,RH
13356,2565,2024,7,2024-07-03,2024-07-04,2,Congé payé,Oui,Informatique
15180,1121,2024,10,2024-10-24,2024-11-01,9,Congé payé,Oui,Direction
10091,1524,2022,8,2022-08-03,2022-08-14,12,RTT,Oui,Marketing
13946,3293,2022,6,2022-06-24,2022-07-01,8,Maternité/Paternité,Oui,Finance
14486,1044,2024,9,2024-09-10,2024-09-17,8,Congé payé,Oui,Marketing
13978,3256,2023,4,2023-04-17,2023-04-30,14,sick leave,Oui,Opérations
13535,1460,2023,10,2023-10-13,2023-10-25,13,Congé payé,Oui,R&D
12557,2945,2024,8,2024-08-15,2024-08-15,1,RTT,Oui,R&D
12737,2831,2022,6,2022-06-13,2022-07-03,21,RTT,Oui,Logistique
14230,2659,2022,6,2022-06-28,2022-07-07,10,Accident du travail,Oui,Opérations
12357,1981,2022,10,2022-10-09,2022-10-15,7,Absence injustifiée,Non,Direction
11366,2009,2022,8,2022-08-16,2022-08-18,3,Congé payé,Oui,Finance
13274,2077,2022,11,2022-11-25,2022-12-06,12,Congé payé,Oui,Logistique
11104,1024,2022,1,2022-01-23,2022-01-26,4,Enfant malade,Oui,Juridique
11048,3263,2023,5,2023-05-02,2023-05-13,12,Congé payé,Oui,Informatique
15373,1765,2022,1,2022-01-27,2022-02-11,16,Maternité/Paternité,Oui,Commercial
14134,1937,2022,2,2022-02-28,2022-03-10,11,Formation,Oui,Informatique
13851,1345,2024,5,2024-05-11,2024-05-30,20,sick leave,Oui,Informatique
13382,1749,2023,6,2023-06-01,2023-06-20,20,Accident du travail,Oui,Logistique
12000,1927,2024,4,2024-04-26,2024-05-16,21,Congé payé,Oui,Informatique
14261,3123,2024,10,2024-10-19,2024-10-25,7,Congé payé,Oui,Commercial
10713,2360,2024,11,2024-11-07,2024-11-09,3,RTT,Oui,RH
12164,1770,2022,2,2022-02-21,2022-03-10,18,Absence injustifiée,Non,R&D
16037,2865,2023,11,2023-11-21,2023-11-29,9,Formation,Oui,Marketing
14204,3145,2024,7,2024-07-10,2024-07-14,5,Absence injustifiée,Non,Commercial
10062,1501,2024,3,2024-03-21,2024-03-29,-9,RTT,Oui,R&D
15710,1775,2023,6,2023-06-05,2023-06-22,18,Congé payé,Oui,R&D
13720,3148,2023,4,2023-04-12,2023-04-21,10,Congé payé,Oui,R&D
12586,1482,2023,11,2023-11-23,2023-12-06,14,Congé payé,Oui,Juridique
15797,1921,2022,2,2022-02-04,2022-02-05,2,RTT,Oui,Opérations
12285,1548,2022,9,2022-09-03,2022-09-05,3,Maladie,Oui,Commercial
11953,1124,2023,4,2023-04-28,2023-05-10,13,paid leave,Oui,Finance
10699,2242,2024,9,2024-09-13,2024-09-29,17,paid leave,Oui,Commercial
11764,3047,2022,8,2022-08-06,2022-08-07,2,Congé sans solde,Oui,Juridique
10475,2217,2022,9,2022-09-08,2022-09-12,5,Congé payé,Oui,Commercial
11588,2333,2023,3,2023-03-03,2023-03-04,2,RTT,Oui,Marketing
15494,3106,2022,1,2022-01-08,2022-01-28,21,Enfant malade,Oui,R&D
12682,3184,2023,9,2023-09-19,2023-10-07,19,paid leave,Oui,Juridique
11871,2956,2024,11,2024-11-17,2024-12-05,19,Formation,Oui,Informatique
10927,1735,2023,3,2023-03-16,2023-03-27,12,RTT,Oui,Juridique
14205,1673,2024,7,2024-07-27,2024-07-28,2,Maladie,Oui,Direction
10491,2321,2023,3,2023-03-03,2023-03-11,9,Accident du travail,Oui,Informatique
10029,2988,2022,10,2022-10-01,2022-09-27,-5,Congé payé,Oui,RH
16068,2684,2023,2,2023-02-14,2023-03-05,20,paid leave,Oui,Direction
12657,2068,2022,4,2022-04-25,2022-04-26,2,Maladie,Oui,R&D
14585,1467,2023,8,2023-08-01,2023-08-14,14,sick leave,Oui,Logistique
12199,3152,2022,4,2022-04-28,2022-05-04,7,Enfant malade,Oui,Informatique
15284,2018,2022,8,2022-08-10,2022-08-12,3,Maladie,Oui,Direction
13045,2061,2023,3,2023-03-14,2023-03-17,4,Maladie,Oui,Direction
11969,2189,2023,6,2023-06-04,2023-06-10,7,Maladie,Oui,RH
11485,2502,2023,12,2023-12-07,2023-12-25,19,Maladie,Oui,RH
